# r[L0]  F[rad]  Fp[rad/L0]
9.458108999999803146e+00 -5.128967843119652988e-04 -1.255314477294045862e-03
9.463107999999802900e+00 -5.191724165599586552e-04 -1.255443607619045323e-03
9.468106999999802653e+00 -5.254487398257699565e-04 -1.255590936505768338e-03
9.473105999999802407e+00 -5.317258450361592474e-04 -1.255756444862225849e-03
9.478104999999802160e+00 -5.380038230232226043e-04 -1.255940113907121894e-03
9.483103999999801914e+00 -5.442827645259434117e-04 -1.256141925169101817e-03
9.488102999999801668e+00 -5.505627601917398436e-04 -1.256361860486007644e-03
9.493101999999801421e+00 -5.568439005780088762e-04 -1.256599902004139303e-03
9.498100999999801175e+00 -5.631262761536662883e-04 -1.256856032177523222e-03
9.503099999999800929e+00 -5.694099773006830846e-04 -1.257130233767186781e-03
9.508098999999800682e+00 -5.756950943156185574e-04 -1.257422489840439054e-03
9.513097999999800436e+00 -5.819817174111494452e-04 -1.257732783770158704e-03
9.518096999999800190e+00 -5.882699367175959473e-04 -1.258061099234087732e-03
9.523095999999799943e+00 -5.945598422844438355e-04 -1.258407420214131735e-03
9.528094999999799697e+00 -6.008515240818630958e-04 -1.258771730995666450e-03
9.533093999999799451e+00 -6.071450720022235348e-04 -1.259154016166851020e-03
9.538092999999799204e+00 -6.134405758616065909e-04 -1.259554260617946897e-03
9.543091999999798958e+00 -6.197381254013135683e-04 -1.259972449540643687e-03
9.548090999999798711e+00 -6.260378102893713768e-04 -1.260408568427390632e-03
9.553089999999798465e+00 -6.323397201220338267e-04 -1.260862603070735241e-03
9.558088999999798219e+00 -6.386439444252805381e-04 -1.261334539562666921e-03
9.563087999999797972e+00 -6.449505726563119472e-04 -1.261824364293967753e-03
9.568086999999797726e+00 -6.512596942050416027e-04 -1.262332063953569344e-03
9.573085999999797480e+00 -6.575713983955847747e-04 -1.262857625527915098e-03
9.578084999999797233e+00 -6.638857744877445710e-04 -1.263401036300329646e-03
9.583083999999796987e+00 -6.702029116784939330e-04 -1.263962283850393262e-03
9.588082999999796741e+00 -6.765228991034553550e-04 -1.264541356053323429e-03
9.593081999999796494e+00 -6.828458258383773502e-04 -1.265138241079361622e-03
9.598080999999796248e+00 -6.891717809006074483e-04 -1.265752927393166798e-03
9.603079999999796001e+00 -6.955008532505628071e-04 -1.266385403753214319e-03
9.608078999999795755e+00 -7.018331317931972464e-04 -1.267035659211201157e-03
9.613077999999795509e+00 -7.081687053794656801e-04 -1.267703683111457173e-03
9.618076999999795262e+00 -7.145076628077857289e-04 -1.268389465090362031e-03
9.623075999999795016e+00 -7.208500928254958640e-04 -1.269092995075767972e-03
9.628074999999794770e+00 -7.271960841303112735e-04 -1.269814263286429303e-03
9.633073999999794523e+00 -7.335457253717765852e-04 -1.270553260231436664e-03
9.638072999999794277e+00 -7.398991051527160955e-04 -1.271309976709657794e-03
9.643071999999794031e+00 -7.462563120306805282e-04 -1.272084403809184373e-03
9.648070999999793784e+00 -7.526174345193919514e-04 -1.272876532906783847e-03
9.653069999999793538e+00 -7.589825610901852239e-04 -1.273686355667357764e-03
9.658068999999793292e+00 -7.653517801734470568e-04 -1.274513864043405739e-03
9.663067999999793045e+00 -7.717251801600525816e-04 -1.275359050274494851e-03
9.668066999999792799e+00 -7.781028494027989904e-04 -1.276221906886735105e-03
9.673065999999792552e+00 -7.844848762178364661e-04 -1.277102426692260746e-03
9.678064999999792306e+00 -7.908713488860969441e-04 -1.278000602788717001e-03
9.683063999999792060e+00 -7.972623556547200549e-04 -1.278916428558752455e-03
9.688062999999791813e+00 -8.036579847384767899e-04 -1.279849897669517065e-03
9.693061999999791567e+00 -8.100583243211900231e-04 -1.280801004072166464e-03
9.698060999999791321e+00 -8.164634625571535152e-04 -1.281769742001370813e-03
9.703059999999791074e+00 -8.228734875725476645e-04 -1.282756105974829954e-03
9.708058999999790828e+00 -8.292884874668533064e-04 -1.283760090792794616e-03
9.713057999999790582e+00 -8.357085503142630198e-04 -1.284781691537591761e-03
9.718056999999790335e+00 -8.421337641650900475e-04 -1.285820903573156853e-03
9.723055999999790089e+00 -8.485642170471747233e-04 -1.286877722544570689e-03
9.728054999999789842e+00 -8.549999969672889477e-04 -1.287952144377602732e-03
9.733053999999789596e+00 -8.614411919125381694e-04 -1.289044165278259001e-03
9.738052999999789350e+00 -8.678878898517613074e-04 -1.290153781732335594e-03
9.743051999999789103e+00 -8.743401787369281791e-04 -1.291280990504978720e-03
9.748050999999788857e+00 -8.807981465045347600e-04 -1.292425788640248416e-03
9.753049999999788611e+00 -8.872618810769964922e-04 -1.293588173460689201e-03
9.758048999999788364e+00 -8.937314703640396405e-04 -1.294768142566905507e-03
9.763047999999788118e+00 -9.002070022640898308e-04 -1.295965693837142088e-03
9.768046999999787872e+00 -9.066885646656592862e-04 -1.297180825426870942e-03
9.773045999999787625e+00 -9.131762454487313534e-04 -1.298413535768382348e-03
9.778044999999787379e+00 -9.196701324861435113e-04 -1.299663823570381977e-03
9.783043999999787133e+00 -9.261703136449682102e-04 -1.300931687817593642e-03
9.788042999999786886e+00 -9.326768767878915439e-04 -1.302217127770365947e-03
9.793041999999786640e+00 -9.391899097745902945e-04 -1.303520142964285878e-03
9.798040999999786393e+00 -9.457095004631065928e-04 -1.304840733209796733e-03
9.803039999999786147e+00 -9.522357367112214933e-04 -1.306178898591821248e-03
9.808038999999785901e+00 -9.587687063778256233e-04 -1.307534639469390804e-03
9.813037999999785654e+00 -9.653084973242888550e-04 -1.308907956475278533e-03
9.818036999999785408e+00 -9.718551974158278102e-04 -1.310298850515639359e-03
9.823035999999785162e+00 -9.784088945228716291e-04 -1.311707322769653083e-03
9.828034999999784915e+00 -9.849696765224255721e-04 -1.313133374689175051e-03
9.833033999999784669e+00 -9.915376312994337530e-04 -1.314577007998389644e-03
9.838032999999784423e+00 -9.981128467481394876e-04 -1.316038224693470921e-03
9.843031999999784176e+00 -1.004695410773444233e-03 -1.317517027042246951e-03
9.848030999999783930e+00 -1.011285411292264140e-03 -1.319013417583870000e-03
9.853029999999783684e+00 -1.017882936234886610e-03 -1.320527399128491918e-03
9.858028999999783437e+00 -1.024488073546323376e-03 -1.322058974756943868e-03
9.863027999999783191e+00 -1.031100911187663371e-03 -1.323608147820422125e-03
9.868026999999782944e+00 -1.037721537137423211e-03 -1.325174921940177773e-03
9.873025999999782698e+00 -1.044350039392896159e-03 -1.326759301007212699e-03
9.878024999999782452e+00 -1.050986505971500872e-03 -1.328361289181979486e-03
9.883023999999782205e+00 -1.057631024912126464e-03 -1.329980890894087589e-03
9.888022999999781959e+00 -1.064283684276477997e-03 -1.331618110842012993e-03
9.893021999999781713e+00 -1.070944572150419813e-03 -1.333272953992814145e-03
9.898020999999781466e+00 -1.077613776645317120e-03 -1.334945425581852019e-03
9.903019999999781220e+00 -1.084291385899376504e-03 -1.336635531112515809e-03
9.908018999999780974e+00 -1.090977488078986000e-03 -1.338343276355953397e-03
9.913017999999780727e+00 -1.097672171380051701e-03 -1.340068667350805725e-03
9.918016999999780481e+00 -1.104375524029335438e-03 -1.341811710402948101e-03
9.923015999999780234e+00 -1.111087634285789225e-03 -1.343572412085234768e-03
9.928014999999779988e+00 -1.117808590441889474e-03 -1.345350779237248660e-03
9.933013999999779742e+00 -1.124538480824970130e-03 -1.347146818965056598e-03
9.938012999999779495e+00 -1.131277393798553856e-03 -1.348960538640969244e-03
9.943011999999779249e+00 -1.138025417763682346e-03 -1.350791945903305176e-03
9.948010999999779003e+00 -1.144782641160245777e-03 -1.352641048656160827e-03
9.953009999999778756e+00 -1.151549152468310739e-03 -1.354507855069184532e-03
9.958008999999778510e+00 -1.158325040209447080e-03 -1.356392373577355566e-03
9.963007999999778264e+00 -1.165110392948053887e-03 -1.358294612880768179e-03
9.968006999999778017e+00 -1.171905299292684381e-03 -1.360214581944420601e-03
9.973005999999777771e+00 -1.178709847897369293e-03 -1.362152289998007967e-03
9.978004999999777525e+00 -1.185524127462940025e-03 -1.364107746535721082e-03
9.983003999999777278e+00 -1.192348226738350076e-03 -1.366080961316049319e-03
9.988002999999777032e+00 -1.199182234521995599e-03 -1.368071944361588278e-03
9.993001999999776785e+00 -1.206026239663035744e-03 -1.370080705958852656e-03
9.998000999999776539e+00 -1.212880331062711047e-03 -1.372107256658093013e-03
1.000299999999977629e+01 -1.219744597675661603e-03 -1.374151607273118181e-03
1.000799899999977605e+01 -1.226619128511244154e-03 -1.376213768881121577e-03
1.001299799999977580e+01 -1.233504012634848313e-03 -1.378293752822513365e-03
1.001799699999977555e+01 -1.240399339169212132e-03 -1.380391570700755443e-03
1.002299599999977531e+01 -1.247305197295736374e-03 -1.382507234382202932e-03
1.002799499999977506e+01 -1.254221676255798347e-03 -1.384640755995949352e-03
1.003299399999977481e+01 -1.261148865352065525e-03 -1.386792147933676566e-03
1.003799299999977457e+01 -1.268086853949807000e-03 -1.388961422849509936e-03
1.004299199999977432e+01 -1.275035731478205798e-03 -1.391148593659876937e-03
1.004799099999977408e+01 -1.281995587431669246e-03 -1.393353673543371637e-03
1.005298999999977383e+01 -1.288966511371139774e-03 -1.395576675940623070e-03
1.005798899999977358e+01 -1.295948592925403979e-03 -1.397817614554168388e-03
1.006298799999977334e+01 -1.302941921792401909e-03 -1.400076503348330779e-03
1.006798699999977309e+01 -1.309946587740535478e-03 -1.402353356549101721e-03
1.007298599999977284e+01 -1.316962680609975794e-03 -1.404648188644027577e-03
1.007798499999977260e+01 -1.323990290313971146e-03 -1.406961014382101605e-03
1.008298399999977235e+01 -1.331029506840153030e-03 -1.409291848773659445e-03
1.008798299999977210e+01 -1.338080420251842612e-03 -1.411640707090279804e-03
1.009298199999977186e+01 -1.345143120689356762e-03 -1.414007604864690130e-03
1.009798099999977161e+01 -1.352217698371312778e-03 -1.416392557890675322e-03
1.010297999999977137e+01 -1.359304243595933336e-03 -1.418795582222992513e-03
1.010797899999977112e+01 -1.366402846742350999e-03 -1.421216694177289321e-03
1.011297799999977087e+01 -1.373513598271912514e-03 -1.423655910330027304e-03
1.011797699999977063e+01 -1.380636588729481804e-03 -1.426113247518409535e-03
1.012297599999977038e+01 -1.387771908744743401e-03 -1.428588722840312079e-03
1.012797499999977013e+01 -1.394919649033506083e-03 -1.431082353654221763e-03
1.013297399999976989e+01 -1.402079900399004356e-03 -1.433594157579175894e-03
1.013797299999976964e+01 -1.409252753733201882e-03 -1.436124152494708912e-03
1.014297199999976939e+01 -1.416438300018092950e-03 -1.438672356540801438e-03
1.014797099999976915e+01 -1.423636630327004609e-03 -1.441238788117834950e-03
1.015296999999976890e+01 -1.430847835825897925e-03 -1.443823465886550804e-03
1.015796899999976866e+01 -1.438072007774669888e-03 -1.446426408768013367e-03
1.016296799999976841e+01 -1.445309237528454678e-03 -1.449047635943577061e-03
1.016796699999976816e+01 -1.452559616538924266e-03 -1.451687166854859472e-03
1.017296599999976792e+01 -1.459823236355589898e-03 -1.454345021203716851e-03
1.017796499999976767e+01 -1.467100188627102697e-03 -1.457021218952225458e-03
1.018296399999976742e+01 -1.474390565102554930e-03 -1.459715780322666393e-03
1.018796299999976718e+01 -1.481694457632780175e-03 -1.462428725797515396e-03
1.019296199999976693e+01 -1.489011958171654153e-03 -1.465160076119437216e-03
1.019796099999976668e+01 -1.496343158777395550e-03 -1.467909852291283002e-03
1.020295999999976644e+01 -1.503688151613866847e-03 -1.470678075576093563e-03
1.020795899999976619e+01 -1.511047028951874706e-03 -1.473464767497106300e-03
1.021295799999976595e+01 -1.518419883170470802e-03 -1.476269949837766488e-03
1.021795699999976570e+01 -1.525806806758252645e-03 -1.479093644641743316e-03
1.022295599999976545e+01 -1.533207892314664622e-03 -1.481935874212948973e-03
1.022795499999976521e+01 -1.540623232551298826e-03 -1.484796661115564019e-03
1.023295399999976496e+01 -1.548052920293196315e-03 -1.487676028174065137e-03
1.023795299999976471e+01 -1.555497048480148367e-03 -1.490573998473258962e-03
1.024295199999976447e+01 -1.562955710167998179e-03 -1.493490595358318729e-03
1.024795099999976422e+01 -1.570428998529941906e-03 -1.496425842434825687e-03
1.025294999999976397e+01 -1.577917006857831221e-03 -1.499379763568815284e-03
1.025794899999976373e+01 -1.585419828563475447e-03 -1.502352382886827046e-03
1.026294799999976348e+01 -1.592937557179943241e-03 -1.505343724775959216e-03
1.026794699999976324e+01 -1.600470286362866250e-03 -1.508353813883927304e-03
1.027294599999976299e+01 -1.608018109891741227e-03 -1.511382675119126752e-03
1.027794499999976274e+01 -1.615581121671233900e-03 -1.514430333650700154e-03
1.028294399999976250e+01 -1.623159415732482397e-03 -1.517496814908608814e-03
1.028794299999976225e+01 -1.630753086234401107e-03 -1.520582144583708427e-03
1.029294199999976200e+01 -1.638362227464985627e-03 -1.523686348627828870e-03
1.029794099999976176e+01 -1.645986933842616840e-03 -1.526809453253858122e-03
1.030293999999976151e+01 -1.653627299917366945e-03 -1.529951484935831389e-03
1.030793899999976126e+01 -1.661283420372304401e-03 -1.533112470409022602e-03
1.031293799999976102e+01 -1.668955390024800828e-03 -1.536292436670042005e-03
1.031793699999976077e+01 -1.676643303827837035e-03 -1.539491410976936980e-03
1.032293599999976053e+01 -1.684347256871310565e-03 -1.542709420849297216e-03
1.032793499999976028e+01 -1.692067344383343464e-03 -1.545946494068363777e-03
1.033293399999976003e+01 -1.699803661731590261e-03 -1.549202658677143601e-03
1.033793299999975979e+01 -1.707556304424547033e-03 -1.552477942980526370e-03
1.034293199999975954e+01 -1.715325368112860906e-03 -1.555772375545407243e-03
1.034793099999975929e+01 -1.723110948590640202e-03 -1.559085985200812409e-03
1.035292999999975905e+01 -1.730913141796764591e-03 -1.562418801038030058e-03
1.035792899999975880e+01 -1.738732043816197410e-03 -1.565770852410744603e-03
1.036292799999975855e+01 -1.746567750881296678e-03 -1.569142168935175460e-03
1.036792699999975831e+01 -1.754420359373128936e-03 -1.572532780490219946e-03
1.037292599999975806e+01 -1.762289965822781777e-03 -1.575942717217600078e-03
1.037792499999975782e+01 -1.770176666912678552e-03 -1.579372009522014147e-03
1.038292399999975757e+01 -1.778080559477893726e-03 -1.582820688071291974e-03
1.038792299999975732e+01 -1.786001740507467796e-03 -1.586288783796554287e-03
1.039292199999975708e+01 -1.793940307145724597e-03 -1.589776327892376438e-03
1.039792099999975683e+01 -1.801896356693588391e-03 -1.593283351816956453e-03
1.040291999999975658e+01 -1.809869986609902474e-03 -1.596809887292286552e-03
1.040791899999975634e+01 -1.817861294512747999e-03 -1.600355966304329225e-03
1.041291799999975609e+01 -1.825870378180763885e-03 -1.603921621103198076e-03
1.041791699999975584e+01 -1.833897335554468457e-03 -1.607506884203341486e-03
1.042291599999975560e+01 -1.841942264737580224e-03 -1.611111788383731269e-03
1.042791499999975535e+01 -1.850005263998341903e-03 -1.614736366688055433e-03
1.043291399999975511e+01 -1.858086431770843584e-03 -1.618380652424914650e-03
1.043791299999975486e+01 -1.866185866656347404e-03 -1.622044679168023256e-03
1.044291199999975461e+01 -1.874303667424613747e-03 -1.625728480756413958e-03
1.044791099999975437e+01 -1.882439933015227869e-03 -1.629432091294647075e-03
1.045290999999975412e+01 -1.890594762538927833e-03 -1.633155545153023702e-03
1.045790899999975387e+01 -1.898768255278933522e-03 -1.636898876967802976e-03
1.046290799999975363e+01 -1.906960510692276740e-03 -1.640662121641423259e-03
1.046790699999975338e+01 -1.915171628411132176e-03 -1.644445314342727650e-03
1.047290599999975313e+01 -1.923401708244150323e-03 -1.648248490507193617e-03
1.047790499999975289e+01 -1.931650850177790181e-03 -1.652071685837166537e-03
1.048290399999975264e+01 -1.939919154377654342e-03 -1.655914936302097787e-03
1.048790299999975240e+01 -1.948206721189825160e-03 -1.659778278138786083e-03
1.049290199999975215e+01 -1.956513651142200924e-03 -1.663661747851623600e-03
1.049790099999975190e+01 -1.964840044945835498e-03 -1.667565382212846201e-03
1.050289999999975166e+01 -1.973186003496276222e-03 -1.671489218262787145e-03
1.050789899999975141e+01 -1.981551627874906813e-03 -1.675433293310135338e-03
1.051289799999975116e+01 -1.989937019350287214e-03 -1.679397644932197715e-03
1.051789699999975092e+01 -1.998342279379499310e-03 -1.683382310975165734e-03
1.052289599999975067e+01 -2.006767509609490470e-03 -1.687387329554385345e-03
1.052789499999975042e+01 -2.015212811878419261e-03 -1.691412739054631723e-03
1.053289399999975018e+01 -2.023678288217005058e-03 -1.695458578130387695e-03
1.053789299999974993e+01 -2.032164040849874630e-03 -1.699524885706126497e-03
1.054289199999974969e+01 -2.040670172196913917e-03 -1.703611700976598439e-03
1.054789099999974944e+01 -2.049196784874619814e-03 -1.707719063407121688e-03
1.055288999999974919e+01 -2.057743981697453262e-03 -1.711847012733876735e-03
1.055788899999974895e+01 -2.066311865679193623e-03 -1.715995588964205638e-03
1.056288799999974870e+01 -2.074900540034295676e-03 -1.720164832376914945e-03
1.056788699999974845e+01 -2.083510108179247033e-03 -1.724354783522582743e-03
1.057288599999974821e+01 -2.092140673733927734e-03 -1.728565483223869605e-03
1.057788499999974796e+01 -2.100792340522970696e-03 -1.732796972575833660e-03
1.058288399999974772e+01 -2.109465212577124778e-03 -1.737049292946249998e-03
1.058788299999974747e+01 -2.118159394134618706e-03 -1.741322485975933983e-03
1.059288199999974722e+01 -2.126874989642526300e-03 -1.745616593579068241e-03
1.059788099999974698e+01 -2.135612103758135170e-03 -1.749931657943533999e-03
1.060287999999974673e+01 -2.144370841350314548e-03 -1.754267721531247185e-03
1.060787899999974648e+01 -2.153151307500886149e-03 -1.758624827078497351e-03
1.061287799999974624e+01 -2.161953607505997643e-03 -1.763003017596291144e-03
1.061787699999974599e+01 -2.170777846877495251e-03 -1.767402336370700339e-03
1.062287599999974574e+01 -2.179624131344301118e-03 -1.771822826963213339e-03
1.062787499999974550e+01 -2.188492566853790251e-03 -1.776264533211090353e-03
1.063287399999974525e+01 -2.197383259573170051e-03 -1.780727499227724225e-03
1.063787299999974501e+01 -2.206296315890861597e-03 -1.785211769403003421e-03
1.064287199999974476e+01 -2.215231842417883512e-03 -1.789717388403680226e-03
1.064787099999974451e+01 -2.224189945989235410e-03 -1.794244401173742624e-03
1.065286999999974427e+01 -2.233170733665286543e-03 -1.798792852934790300e-03
1.065786899999974402e+01 -2.242174312733163141e-03 -1.803362789186414763e-03
1.066286799999974377e+01 -2.251200790708139231e-03 -1.807954255706583583e-03
1.066786699999974353e+01 -2.260250275335030055e-03 -1.812567298552028106e-03
1.067286599999974328e+01 -2.269322874589585915e-03 -1.817201964058636149e-03
1.067786499999974303e+01 -2.278418696679888628e-03 -1.821858298841847953e-03
1.068286399999974279e+01 -2.287537850047750149e-03 -1.826536349797056903e-03
1.068786299999974254e+01 -2.296680443370113355e-03 -1.831236164100013501e-03
1.069286199999974230e+01 -2.305846585560454142e-03 -1.835957789207234327e-03
1.069786099999974205e+01 -2.315036385770186545e-03 -1.840701272856414255e-03
1.070285999999974180e+01 -2.324249953390068301e-03 -1.845466663066842785e-03
1.070785899999974156e+01 -2.333487398051610311e-03 -1.850254008139825363e-03
1.071285799999974131e+01 -2.342748829628488270e-03 -1.855063356659107741e-03
1.071785699999974106e+01 -2.352034358237954301e-03 -1.859894757491304448e-03
1.072285599999974082e+01 -2.361344094242252487e-03 -1.864748259786332043e-03
1.072785499999974057e+01 -2.370678148250037007e-03 -1.869623912977846263e-03
1.073285399999974032e+01 -2.380036631117790277e-03 -1.874521766783682208e-03
1.073785299999974008e+01 -2.389419653951246284e-03 -1.879441871206300385e-03
1.074285199999973983e+01 -2.398827328106812630e-03 -1.884384276533235128e-03
1.074785099999973959e+01 -2.408259765192998642e-03 -1.889349033337547803e-03
1.075284999999973934e+01 -2.417717077071842614e-03 -1.894336192478284766e-03
1.075784899999973909e+01 -2.427199375860343393e-03 -1.899345805100937940e-03
1.076284799999973885e+01 -2.436706773931892386e-03 -1.904377922637910583e-03
1.076784699999973860e+01 -2.446239383917709915e-03 -1.909432596808986965e-03
1.077284599999973835e+01 -2.455797318708283303e-03 -1.914509879621805735e-03
1.077784499999973811e+01 -2.465380691454805828e-03 -1.919609823372337614e-03
1.078284399999973786e+01 -2.474989615570620440e-03 -1.924732480645367219e-03
1.078784299999973761e+01 -2.484624204732664363e-03 -1.929877904314979001e-03
1.079284199999973737e+01 -2.494284572882916710e-03 -1.935046147545047088e-03
1.079784099999973712e+01 -2.503970834229847422e-03 -1.940237263789729464e-03
1.080283999999973688e+01 -2.513683103249870956e-03 -1.945451306793965834e-03
1.080783899999973663e+01 -2.523421494688800424e-03 -1.950688330593980261e-03
1.081283799999973638e+01 -2.533186123563304758e-03 -1.955948389517786837e-03
1.081783699999973614e+01 -2.542977105162369782e-03 -1.961231538185701211e-03
1.082283599999973589e+01 -2.552794555048759715e-03 -1.966537831510854067e-03
1.082783499999973564e+01 -2.562638589060482145e-03 -1.971867324699710239e-03
1.083283399999973540e+01 -2.572509323312256041e-03 -1.977220073252591512e-03
1.083783299999973515e+01 -2.582406874196982796e-03 -1.982596132964203114e-03
1.084283199999973490e+01 -2.592331358387217274e-03 -1.987995559924165406e-03
1.084783099999973466e+01 -2.602282892836645795e-03 -1.993418410517548613e-03
1.085282999999973441e+01 -2.612261594781562380e-03 -1.998864741425411453e-03
1.085782899999973417e+01 -2.622267581742351080e-03 -2.004334609625345841e-03
1.086282799999973392e+01 -2.632300971524969158e-03 -2.009828072392023327e-03
1.086782699999973367e+01 -2.642361882222433751e-03 -2.015345187297746740e-03
1.087282599999973343e+01 -2.652450432216310692e-03 -2.020886012213006597e-03
1.087782499999973318e+01 -2.662566740178207245e-03 -2.026450605307040121e-03
1.088282399999973293e+01 -2.672710925071266567e-03 -2.032039025048396324e-03
1.088782299999973269e+01 -2.682883106151665205e-03 -2.037651330205503264e-03
1.089282199999973244e+01 -2.693083402970113636e-03 -2.043287579847240937e-03
1.089782099999973219e+01 -2.703311935373360272e-03 -2.048947833343517638e-03
1.090281999999973195e+01 -2.713568823505697197e-03 -2.054632150365849792e-03
1.090781899999973170e+01 -2.723854187810469379e-03 -2.060340590887948294e-03
1.091281799999973146e+01 -2.734168149031586913e-03 -2.066073215186306575e-03
1.091781699999973121e+01 -2.744510828215039871e-03 -2.071830083840793448e-03
1.092281599999973096e+01 -2.754882346710417484e-03 -2.077611257735250717e-03
1.092781499999973072e+01 -2.765282826172427762e-03 -2.083416798058094696e-03
1.093281399999973047e+01 -2.775712388562421879e-03 -2.089246766302922057e-03
1.093781299999973022e+01 -2.786171156149922033e-03 -2.095101224269119156e-03
1.094281199999972998e+01 -2.796659251514151037e-03 -2.100980234062476554e-03
1.094781099999972973e+01 -2.807176797545565816e-03 -2.106883858095807451e-03
1.095280999999972948e+01 -2.817723917447393072e-03 -2.112812159089568712e-03
1.095780899999972924e+01 -2.828300734737170148e-03 -2.118765200072489276e-03
1.096280799999972899e+01 -2.838907373248286334e-03 -2.124743044382199422e-03
1.096780699999972875e+01 -2.849543957131529370e-03 -2.130745755665866981e-03
1.097280599999972850e+01 -2.860210610856633688e-03 -2.136773397880836148e-03
1.097780499999972825e+01 -2.870907459213833859e-03 -2.142826035295270631e-03
1.098280399999972801e+01 -2.881634627315418900e-03 -2.148903732488802003e-03
1.098780299999972776e+01 -2.892392240597291362e-03 -2.155006554353180222e-03
1.099280199999972751e+01 -2.903180424820529012e-03 -2.161134566092931964e-03
1.099780099999972727e+01 -2.913999306072949987e-03 -2.167287833226018944e-03
1.100279999999972702e+01 -2.924849010770682288e-03 -2.173466421584503618e-03
1.100779899999972677e+01 -2.935729665659734134e-03 -2.179670397315218357e-03
1.101279799999972653e+01 -2.946641397817570396e-03 -2.185899826880437213e-03
1.101779699999972628e+01 -2.957584334654690325e-03 -2.192154777058554632e-03
1.102279599999972604e+01 -2.968558603916210056e-03 -2.198435314944766766e-03
1.102779499999972579e+01 -2.979564333683448144e-03 -2.204741507951756690e-03
1.103279399999972554e+01 -2.990601652375513703e-03 -2.211073423810385255e-03
1.103779299999972530e+01 -3.001670688750899749e-03 -2.217431130570386277e-03
1.104279199999972505e+01 -3.012771571909077847e-03 -2.223814696601063463e-03
1.104779099999972480e+01 -3.023904431292098391e-03 -2.230224190591994712e-03
1.105278999999972456e+01 -3.035069396686192189e-03 -2.236659681553739877e-03
1.105778899999972431e+01 -3.046266598223378551e-03 -2.243121238818551137e-03
1.106278799999972406e+01 -3.057496166383073810e-03 -2.249608932041089436e-03
1.106778699999972382e+01 -3.068758231993705485e-03 -2.256122831199145699e-03
1.107278599999972357e+01 -3.080052926234329042e-03 -2.262663006594364205e-03
1.107778499999972333e+01 -3.091380380636248992e-03 -2.269229528852971609e-03
1.108278399999972308e+01 -3.102740727084643026e-03 -2.275822468926511164e-03
1.108778299999972283e+01 -3.114134097820190055e-03 -2.282441898092579108e-03
1.109278199999972259e+01 -3.125560625440703018e-03 -2.289087887955567561e-03
1.109778099999972234e+01 -3.137020442902762989e-03 -2.295760510447410457e-03
1.110277999999972209e+01 -3.148513683523358926e-03 -2.302459837828334244e-03
1.110777899999972185e+01 -3.160040480981530890e-03 -2.309185942687612056e-03
1.111277799999972160e+01 -3.171600969320017161e-03 -2.315938897944324823e-03
1.111777699999972135e+01 -3.183195282946903962e-03 -2.322718776848123681e-03
1.112277599999972111e+01 -3.194823556637280820e-03 -2.329525652979998890e-03
1.112777499999972086e+01 -3.206485925534898092e-03 -2.336359600253050915e-03
1.113277399999972062e+01 -3.218182525153829264e-03 -2.343220692913269322e-03
1.113777299999972037e+01 -3.229913491380137589e-03 -2.350109005540313399e-03
1.114277199999972012e+01 -3.241678960473545756e-03 -2.357024613048296687e-03
1.114777099999971988e+01 -3.253479069069109466e-03 -2.363967590686578881e-03
1.115276999999971963e+01 -3.265313954178895774e-03 -2.370938014040559899e-03
1.115776899999971938e+01 -3.277183753193664041e-03 -2.377935959032477856e-03
1.116276799999971914e+01 -3.289088603884553815e-03 -2.384961501922214407e-03
1.116776699999971889e+01 -3.301028644404772287e-03 -2.392014719308100529e-03
1.117276599999971864e+01 -3.313004013291289546e-03 -2.399095688127730538e-03
1.117776499999971840e+01 -3.325014849466536877e-03 -2.406204485658778279e-03
1.118276399999971815e+01 -3.337061292240107654e-03 -2.413341189519818079e-03
1.118776299999971791e+01 -3.349143481310465180e-03 -2.420505877671151346e-03
1.119276199999971766e+01 -3.361261556766651816e-03 -2.427698628415636203e-03
1.119776099999971741e+01 -3.373415659090003328e-03 -2.434919520399521885e-03
1.120275999999971717e+01 -3.385605929155869297e-03 -2.442168632613288780e-03
1.120775899999971692e+01 -3.397832508235333528e-03 -2.449446044392491507e-03
1.121275799999971667e+01 -3.410095537996943576e-03 -2.456751835418608063e-03
1.121775699999971643e+01 -3.422395160508440691e-03 -2.464086085719891569e-03
1.122275599999971618e+01 -3.434731518238495849e-03 -2.471448875672227659e-03
1.122775499999971593e+01 -3.447104754058450109e-03 -2.478840285999997072e-03
1.123275399999971569e+01 -3.459515011244058014e-03 -2.486260397776941279e-03
1.123775299999971544e+01 -3.471962433477237490e-03 -2.493709292427034180e-03
1.124275199999971520e+01 -3.484447164847821483e-03 -2.501187051725356839e-03
1.124775099999971495e+01 -3.496969349855316538e-03 -2.508693757798977422e-03
1.125274999999971470e+01 -3.509529133410663540e-03 -2.516229493127837211e-03
1.125774899999971446e+01 -3.522126660838004967e-03 -2.523794340545637907e-03
1.126274799999971421e+01 -3.534762077876454738e-03 -2.531388383240737189e-03
1.126774699999971396e+01 -3.547435530681873703e-03 -2.539011704757046430e-03
1.127274599999971372e+01 -3.560147165828649041e-03 -2.546664388994932752e-03
1.127774499999971347e+01 -3.572897130311479715e-03 -2.554346520212128456e-03
1.128274399999971322e+01 -3.585685571547163244e-03 -2.562058183024642187e-03
1.128774299999971298e+01 -3.598512637376390273e-03 -2.569799462407676167e-03
