# r[L0]  F[rad]  Fp[rad/L0]
4.859029000000028908e+00 3.942450285647127600e-02 -3.899174334120424773e-02
4.864028000000028662e+00 3.923009053638233656e-02 -3.878893022089977688e-02
4.869027000000028416e+00 3.903668924393473294e-02 -3.858725024303934215e-02
4.874026000000028169e+00 3.884429333165706488e-02 -3.838669657066015595e-02
4.879025000000027923e+00 3.865289718614403625e-02 -3.818726241150550288e-02
4.884024000000027677e+00 3.846249522783375119e-02 -3.798894101771325971e-02
4.889023000000027430e+00 3.827308191078655081e-02 -3.779172568550663580e-02
4.894022000000027184e+00 3.808465172246541103e-02 -3.759560975488709933e-02
4.899021000000026937e+00 3.789719918351785316e-02 -3.740058660932945450e-02
4.904020000000026691e+00 3.771071884755936715e-02 -3.720664967547908375e-02
4.909019000000026445e+00 3.752520530095837525e-02 -3.701379242285134097e-02
4.914018000000026198e+00 3.734065316262265288e-02 -3.682200836353304030e-02
4.919017000000025952e+00 3.715705708378727601e-02 -3.663129105188610291e-02
4.924016000000025706e+00 3.697441174780399797e-02 -3.644163408425327849e-02
4.929015000000025459e+00 3.679271186993213899e-02 -3.625303109866596235e-02
4.934014000000025213e+00 3.661195219713090504e-02 -3.606547577455410103e-02
4.939013000000024967e+00 3.643212750785315701e-02 -3.587896183245813803e-02
4.944012000000024720e+00 3.625323261184061618e-02 -3.569348303374304116e-02
4.949011000000024474e+00 3.607526234992048525e-02 -3.550903318031432138e-02
4.954010000000024228e+00 3.589821159380349874e-02 -3.532560611433612635e-02
4.959009000000023981e+00 3.572207524588337513e-02 -3.514319571795131852e-02
4.964008000000023735e+00 3.554684823903764973e-02 -3.496179591300355161e-02
4.969007000000023488e+00 3.537252553642990238e-02 -3.478140066076134546e-02
4.974006000000023242e+00 3.519910213131336590e-02 -3.460200396164411080e-02
4.979005000000022996e+00 3.502657304683588074e-02 -3.442359985495015845e-02
4.984004000000022749e+00 3.485493333584622350e-02 -3.424618241858664452e-02
4.989003000000022503e+00 3.468417808070176078e-02 -3.406974576880145850e-02
4.994002000000022257e+00 3.451430239307747005e-02 -3.389428405991700560e-02
4.999001000000022010e+00 3.434530141377625106e-02 -3.371979148406594601e-02
5.004000000000021764e+00 3.417717031254056959e-02 -3.354626227092877971e-02
5.008999000000021518e+00 3.400990428786541259e-02 -3.337369068747334661e-02
5.013998000000021271e+00 3.384349856681252711e-02 -3.320207103769619306e-02
5.018997000000021025e+00 3.367794840482597751e-02 -3.303139766236579816e-02
5.023996000000020778e+00 3.351324908554893789e-02 -3.286166493876762490e-02
5.028995000000020532e+00 3.334939592064178199e-02 -3.269286728045104479e-02
5.033994000000020286e+00 3.318638424960144301e-02 -3.252499913697803890e-02
5.038993000000020039e+00 3.302420943958199462e-02 -3.235805499367375160e-02
5.043992000000019793e+00 3.286286688521648791e-02 -3.219202937137881360e-02
5.048991000000019547e+00 3.270235200844005125e-02 -3.202691682620346231e-02
5.053990000000019300e+00 3.254266025831415582e-02 -3.186271194928341072e-02
5.058989000000019054e+00 3.238378711085215106e-02 -3.169940936653752039e-02
5.063988000000018808e+00 3.222572806884597268e-02 -3.153700373842718147e-02
5.068987000000018561e+00 3.206847866169407896e-02 -3.137548975971745507e-02
5.073986000000018315e+00 3.191203444523053878e-02 -3.121486215923993668e-02
5.078985000000018069e+00 3.175639100155534106e-02 -3.105511569965731244e-02
5.083984000000017822e+00 3.160154393886584895e-02 -3.089624517722963995e-02
5.088983000000017576e+00 3.144748889128942682e-02 -3.073824542158230810e-02
5.093982000000017329e+00 3.129422151871722596e-02 -3.058111129547567281e-02
5.098981000000017083e+00 3.114173750663911180e-02 -3.042483769457636142e-02
5.103980000000016837e+00 3.099003256597974293e-02 -3.026941954723023215e-02
5.108979000000016590e+00 3.083910243293576034e-02 -3.011485181423697102e-02
5.113978000000016344e+00 3.068894286881411471e-02 -2.996112948862632297e-02
5.118977000000016098e+00 3.053954965987150730e-02 -2.980824759543594660e-02
5.123976000000015851e+00 3.039091861715493073e-02 -2.965620119149086839e-02
5.128975000000015605e+00 3.024304557634331647e-02 -2.950498536518453979e-02
5.133974000000015359e+00 3.009592639759026134e-02 -2.935459523626147288e-02
5.138973000000015112e+00 2.994955696536784687e-02 -2.920502595560145812e-02
5.143972000000014866e+00 2.980393318831153424e-02 -2.905627270500535028e-02
5.148971000000014620e+00 2.965905099906611386e-02 -2.890833069698238444e-02
5.153970000000014373e+00 2.951490635413272709e-02 -2.876119517453905317e-02
5.158969000000014127e+00 2.937149523371693910e-02 -2.861486141096951374e-02
5.163968000000013880e+00 2.922881364157784226e-02 -2.846932470964749426e-02
5.168967000000013634e+00 2.908685760487821417e-02 -2.832458040381972963e-02
5.173966000000013388e+00 2.894562317403569229e-02 -2.818062385640089304e-02
5.178965000000013141e+00 2.880510642257496853e-02 -2.803745045976999486e-02
5.183964000000012895e+00 2.866530344698101085e-02 -2.789505563556828049e-02
5.188963000000012649e+00 2.852621036655328055e-02 -2.775343483449857832e-02
5.193962000000012402e+00 2.838782332326094879e-02 -2.761258353612611183e-02
5.198961000000012156e+00 2.825013848159910884e-02 -2.747249724868075157e-02
5.203960000000011910e+00 2.811315202844598057e-02 -2.733317150886069996e-02
5.208959000000011663e+00 2.797686017292107599e-02 -2.719460188163760200e-02
5.213958000000011417e+00 2.784125914624435011e-02 -2.705678396006307510e-02
5.218957000000011170e+00 2.770634520159630243e-02 -2.691971336507662307e-02
5.223956000000010924e+00 2.757211461397904989e-02 -2.678338574531496583e-02
5.228955000000010678e+00 2.743856368007834348e-02 -2.664779677692273585e-02
5.233954000000010431e+00 2.730568871812651816e-02 -2.651294216336455567e-02
5.238953000000010185e+00 2.717348606776639336e-02 -2.637881763523847872e-02
5.243952000000009939e+00 2.704195208991609298e-02 -2.624541895009076947e-02
5.248951000000009692e+00 2.691108316663479855e-02 -2.611274189223204700e-02
5.253950000000009446e+00 2.678087570098940107e-02 -2.598078227255474354e-02
5.258949000000009200e+00 2.665132611692207568e-02 -2.584953592835189870e-02
5.263948000000008953e+00 2.652243085911876186e-02 -2.571899872313726521e-02
5.268947000000008707e+00 2.639418639287852489e-02 -2.558916654646670175e-02
5.273946000000008461e+00 2.626658920398381586e-02 -2.546003531376089465e-02
5.278945000000008214e+00 2.613963579857161643e-02 -2.533160096612932510e-02
5.283944000000007968e+00 2.601332270300545785e-02 -2.520385947019554776e-02
5.288943000000007721e+00 2.588764646374830738e-02 -2.507680681792370803e-02
5.293942000000007475e+00 2.576260364723632901e-02 -2.495043902644632910e-02
5.298941000000007229e+00 2.563819083975348370e-02 -2.482475213789334806e-02
5.303940000000006982e+00 2.551440464730699714e-02 -2.469974221922238353e-02
5.308939000000006736e+00 2.539124169550367391e-02 -2.457540536205023510e-02
5.313938000000006490e+00 2.526869862942703396e-02 -2.445173768248560392e-02
5.318937000000006243e+00 2.514677211351530259e-02 -2.432873532096302763e-02
5.323936000000005997e+00 2.502545883144021224e-02 -2.420639444207801222e-02
5.328935000000005751e+00 2.490475548598663005e-02 -2.408471123442335049e-02
5.333934000000005504e+00 2.478465879893301110e-02 -2.396368191042664783e-02
5.338933000000005258e+00 2.466516551093263926e-02 -2.384330270618899988e-02
5.343932000000005011e+00 2.454627238139569720e-02 -2.372356988132484634e-02
5.348931000000004765e+00 2.442797618837211360e-02 -2.360447971880298701e-02
5.353930000000004519e+00 2.431027372843520828e-02 -2.348602852478873931e-02
5.358929000000004272e+00 2.419316181656612844e-02 -2.336821262848724073e-02
5.363928000000004026e+00 2.407663728603906539e-02 -2.325102838198789268e-02
5.368927000000003780e+00 2.396069698830723127e-02 -2.313447216010991112e-02
5.373926000000003533e+00 2.384533779288962665e-02 -2.301854036024900824e-02
5.378925000000003287e+00 2.373055658725855763e-02 -2.290322940222517048e-02
5.383924000000003041e+00 2.361635027672791612e-02 -2.278853572813154330e-02
5.388923000000002794e+00 2.350271578434221312e-02 -2.267445580218440532e-02
5.393922000000002548e+00 2.338965005076635434e-02 -2.256098611057422848e-02
5.398921000000002302e+00 2.327715003417616182e-02 -2.244812316131780325e-02
5.403920000000002055e+00 2.316521271014963454e-02 -2.233586348411144284e-02
5.408919000000001809e+00 2.305383507155893408e-02 -2.222420363018523526e-02
5.413918000000001562e+00 2.294301412846310242e-02 -2.211314017215835689e-02
5.418917000000001316e+00 2.283274690800149789e-02 -2.200266970389542012e-02
5.423916000000001070e+00 2.272303045428793883e-02 -2.189278884036386166e-02
5.428915000000000823e+00 2.261386182830556896e-02 -2.178349421749235793e-02
5.433914000000000577e+00 2.250523810780243050e-02 -2.167478249203026036e-02
5.438913000000000331e+00 2.239715638718772425e-02 -2.156665034140804044e-02
5.443912000000000084e+00 2.228961377742877045e-02 -2.145909446359873726e-02
5.448910999999999838e+00 2.218260740594866359e-02 -2.135211157698041831e-02
5.453909999999999592e+00 2.207613441652460720e-02 -2.124569842019960811e-02
5.458908999999999345e+00 2.197019196918693212e-02 -2.113985175203570918e-02
5.463907999999999099e+00 2.186477724011879481e-02 -2.103456835126640487e-02
5.468906999999998853e+00 2.175988742155652786e-02 -2.092984501653401275e-02
5.473905999999998606e+00 2.165551972169067751e-02 -2.082567856621281646e-02
5.478904999999998360e+00 2.155167136456769342e-02 -2.072206583827734122e-02
5.483903999999998113e+00 2.144833958999227408e-02 -2.061900369017157647e-02
5.488902999999997867e+00 2.134552165343035768e-02 -2.051648899867913531e-02
5.493901999999997621e+00 2.124321482591277205e-02 -2.041451865979435065e-02
5.498900999999997374e+00 2.114141639393952304e-02 -2.031308958859429428e-02
5.503899999999997128e+00 2.104012365938470741e-02 -2.021219871911171528e-02
5.508898999999996882e+00 2.093933393940207791e-02 -2.011184300420888055e-02
5.513897999999996635e+00 2.083904456633122598e-02 -2.001201941545233814e-02
5.518896999999996389e+00 2.073925288760438898e-02 -1.991272494298855847e-02
5.523895999999996143e+00 2.063995626565388181e-02 -1.981395659542047744e-02
5.528894999999995896e+00 2.054115207782013230e-02 -1.971571139968491745e-02
5.533893999999995650e+00 2.044283771626034113e-02 -1.961798640093089310e-02
5.538892999999995403e+00 2.034501058785774183e-02 -1.952077866239878418e-02
5.543891999999995157e+00 2.024766811413145420e-02 -1.942408526530036914e-02
5.548890999999994911e+00 2.015080773114695870e-02 -1.932790330869971554e-02
5.553889999999994664e+00 2.005442688942712937e-02 -1.923222990939493782e-02
5.558888999999994418e+00 1.995852305386388789e-02 -1.913706220180077383e-02
5.563887999999994172e+00 1.986309370363043003e-02 -1.904239733783202188e-02
5.568886999999993925e+00 1.976813633209402801e-02 -1.894823248678779992e-02
5.573885999999993679e+00 1.967364844672941232e-02 -1.885456483523663407e-02
5.578884999999993433e+00 1.957962756903273288e-02 -1.876139158690236577e-02
5.583883999999993186e+00 1.948607123443608230e-02 -1.866870996255086401e-02
5.588882999999992940e+00 1.939297699222257768e-02 -1.857651719987756314e-02
5.593881999999992694e+00 1.930034240544201835e-02 -1.848481055339579182e-02
5.598880999999992447e+00 1.920816505082708139e-02 -1.839358729432588949e-02
5.603879999999992201e+00 1.911644251871008962e-02 -1.830284471048513120e-02
5.608878999999991954e+00 1.902517241294030687e-02 -1.821258010617841233e-02
5.613877999999991708e+00 1.893435235080179538e-02 -1.812279080208973464e-02
5.618876999999991462e+00 1.884397996293180055e-02 -1.803347413517445222e-02
5.623875999999991215e+00 1.875405289323968036e-02 -1.794462745855227720e-02
5.628874999999990969e+00 1.866456879882636907e-02 -1.785624814140105571e-02
5.633873999999990723e+00 1.857552534990436141e-02 -1.776833356885130014e-02
5.638872999999990476e+00 1.848692022971822752e-02 -1.768088114188146043e-02
5.643871999999990230e+00 1.839875113446565527e-02 -1.759388827721394127e-02
5.648870999999989984e+00 1.831101577321899571e-02 -1.750735240721186178e-02
5.653869999999989737e+00 1.822371186784733921e-02 -1.742127097977654721e-02
5.658868999999989491e+00 1.813683715293909135e-02 -1.733564145824573882e-02
5.663867999999989244e+00 1.805038937572505872e-02 -1.725046132129253590e-02
5.668866999999988998e+00 1.796436629600204130e-02 -1.716572806282504193e-02
5.673865999999988752e+00 1.787876568605692093e-02 -1.708143919188672907e-02
5.678864999999988505e+00 1.779358533059124253e-02 -1.699759223255751031e-02
5.683863999999988259e+00 1.770882302664629829e-02 -1.691418472385549515e-02
5.688862999999988013e+00 1.762447658352869762e-02 -1.683121421963946346e-02
5.693861999999987766e+00 1.754054382273641591e-02 -1.674867828851200890e-02
5.698860999999987520e+00 1.745702257788532899e-02 -1.666657451372337284e-02
5.703859999999987274e+00 1.737391069463623330e-02 -1.658490049307595818e-02
5.708858999999987027e+00 1.729120603062233794e-02 -1.650365383882952328e-02
5.713857999999986781e+00 1.720890645537722502e-02 -1.642283217760702810e-02
5.718856999999986535e+00 1.712700985026328199e-02 -1.634243315030115690e-02
5.723855999999986288e+00 1.704551410840059872e-02 -1.626245441198149663e-02
5.728854999999986042e+00 1.696441713459632961e-02 -1.618289363180237111e-02
5.733853999999985795e+00 1.688371684527451705e-02 -1.610374849291132046e-02
5.738852999999985549e+00 1.680341116840635557e-02 -1.602501669235822587e-02
5.743851999999985303e+00 1.672349804344092777e-02 -1.594669594100507279e-02
5.748850999999985056e+00 1.664397542123638440e-02 -1.586878396343634895e-02
5.753849999999984810e+00 1.656484126399156154e-02 -1.579127849787007043e-02
5.758848999999984564e+00 1.648609354517805228e-02 -1.571417729606944605e-02
5.763847999999984317e+00 1.640773024947270869e-02 -1.563747812325513159e-02
5.768846999999984071e+00 1.632974937269059471e-02 -1.556117875801813974e-02
5.773845999999983825e+00 1.625214892171835540e-02 -1.548527699223332076e-02
5.778844999999983578e+00 1.617492691444803038e-02 -1.540977063097348325e-02
5.783843999999983332e+00 1.609808137971128691e-02 -1.533465749242409262e-02
5.788842999999983086e+00 1.602161035721409027e-02 -1.525993540779858187e-02
5.793841999999982839e+00 1.594551189747177647e-02 -1.518560222125424873e-02
5.798840999999982593e+00 1.586978406174456221e-02 -1.511165578980874259e-02
5.803839999999982346e+00 1.579442492197346420e-02 -1.503809398325713434e-02
5.808838999999982100e+00 1.571943256071662090e-02 -1.496491468408957075e-02
5.813837999999981854e+00 1.564480507108604798e-02 -1.489211578740949442e-02
5.818836999999981607e+00 1.557054055668478064e-02 -1.481969520085244831e-02
5.823835999999981361e+00 1.549663713154442526e-02 -1.474765084450543363e-02
5.828834999999981115e+00 1.542309292006311880e-02 -1.467598065082683853e-02
5.833833999999980868e+00 1.534990605694388360e-02 -1.460468256456692697e-02
5.838832999999980622e+00 1.527707468713337610e-02 -1.453375454268887243e-02
5.843831999999980376e+00 1.520459696576102922e-02 -1.446319455429035013e-02
5.848830999999980129e+00 1.513247105807859205e-02 -1.439300058052567222e-02
5.853829999999979883e+00 1.506069513940004427e-02 -1.432317061452846423e-02
5.858828999999979636e+00 1.498926739504191294e-02 -1.425370266133488273e-02
5.863827999999979390e+00 1.491818602026395539e-02 -1.418459473780736210e-02
5.868826999999979144e+00 1.484744922021023067e-02 -1.411584487255889385e-02
5.873825999999978897e+00 1.477705520985055088e-02 -1.404745110587783327e-02
5.878824999999978651e+00 1.470700221392229855e-02 -1.397941148965322483e-02
5.883823999999978405e+00 1.463728846687261873e-02 -1.391172408730064793e-02
5.888822999999978158e+00 1.456791221280098921e-02 -1.384438697368857787e-02
5.893821999999977912e+00 1.449887170540214293e-02 -1.377739823506525345e-02
5.898820999999977666e+00 1.443016520790936855e-02 -1.371075596898605441e-02
5.903819999999977419e+00 1.436179099303815966e-02 -1.364445828424138557e-02
5.908818999999977173e+00 1.429374734293023703e-02 -1.357850330078505009e-02
5.913817999999976927e+00 1.422603254909791774e-02 -1.351288914966312579e-02
5.918816999999976680e+00 1.415864491236883994e-02 -1.344761397294333242e-02
5.923815999999976434e+00 1.409158274283104327e-02 -1.338267592364488466e-02
5.928814999999976187e+00 1.402484435977839616e-02 -1.331807316566883427e-02
5.933813999999975941e+00 1.395842809165637188e-02 -1.325380387372888588e-02
5.938812999999975695e+00 1.389233227600816453e-02 -1.318986623328269672e-02
5.943811999999975448e+00 1.382655525942115549e-02 -1.312625844046364995e-02
5.948810999999975202e+00 1.376109539747371290e-02 -1.306297870201309115e-02
5.953809999999974956e+00 1.369595105468232772e-02 -1.300002523521304014e-02
5.958808999999974709e+00 1.363112060444909325e-02 -1.293739626781936596e-02
5.963807999999974463e+00 1.356660242900950900e-02 -1.287509003799541113e-02
5.968806999999974217e+00 1.350239491938062114e-02 -1.281310479424608607e-02
5.973805999999973970e+00 1.343849647530948738e-02 -1.275143879535240929e-02
5.978804999999973724e+00 1.337490550522196786e-02 -1.269009031030650034e-02
5.983803999999973477e+00 1.331162042617184404e-02 -1.262905761824701517e-02
5.988802999999973231e+00 1.324863966379025669e-02 -1.256833900839502902e-02
5.993801999999972985e+00 1.318596165223545960e-02 -1.250793277999035988e-02
5.998800999999972738e+00 1.312358483414289949e-02 -1.244783724222832226e-02
6.003799999999972492e+00 1.306150766057559941e-02 -1.238805071419692497e-02
6.008798999999972246e+00 1.299972859097486833e-02 -1.232857152481448525e-02
6.013797999999971999e+00 1.293824609311130906e-02 -1.226939801276768528e-02
6.018796999999971753e+00 1.287705864303614195e-02 -1.221052852645004155e-02
6.023795999999971507e+00 1.281616472503283380e-02 -1.215196142390079920e-02
6.028794999999971260e+00 1.275556283156902872e-02 -1.209369507274424445e-02
6.033793999999971014e+00 1.269525146324878770e-02 -1.203572785012943340e-02
6.038792999999970768e+00 1.263522912876511792e-02 -1.197805814267032670e-02
6.043791999999970521e+00 1.257549434485281253e-02 -1.192068434638633538e-02
6.048790999999970275e+00 1.251604563624157500e-02 -1.186360486664328126e-02
6.053789999999970028e+00 1.245688153560944866e-02 -1.180681811809474076e-02
6.058788999999969782e+00 1.239800058353652916e-02 -1.175032252462381195e-02
6.063787999999969536e+00 1.233940132845897167e-02 -1.169411651928525461e-02
6.068786999999969289e+00 1.228108232662328617e-02 -1.163819854424804484e-02
6.073785999999969043e+00 1.222304214204091889e-02 -1.158256705073830786e-02
6.078784999999968797e+00 1.216527934644311311e-02 -1.152722049898264114e-02
6.083783999999968550e+00 1.210779251923606477e-02 -1.147215735815182956e-02
6.088782999999968304e+00 1.205058024745634011e-02 -1.141737610630493005e-02
6.093781999999968058e+00 1.199364112572659340e-02 -1.136287523033375352e-02
6.098780999999967811e+00 1.193697375621153960e-02 -1.130865322590770411e-02
6.103779999999967565e+00 1.188057674857421857e-02 -1.125470859741900705e-02
6.108778999999967319e+00 1.182444871993252461e-02 -1.120103985792830423e-02
6.113777999999967072e+00 1.176858829481600838e-02 -1.114764552911061586e-02
6.118776999999966826e+00 1.171299410512294595e-02 -1.109452414120166985e-02
6.123775999999966579e+00 1.165766479007767850e-02 -1.104167423294459202e-02
6.128774999999966333e+00 1.160259899618821741e-02 -1.098909435153696407e-02
6.133773999999966087e+00 1.154779537720410955e-02 -1.093678305257822850e-02
6.138772999999965840e+00 1.149325259407457146e-02 -1.088473890001746304e-02
6.143771999999965594e+00 1.143896931490687337e-02 -1.083296046610149159e-02
6.148770999999965348e+00 1.138494421492499201e-02 -1.078144633132336119e-02
6.153769999999965101e+00 1.133117597642851505e-02 -1.073019508437115556e-02
6.158768999999964855e+00 1.127766328875180225e-02 -1.067920532207715899e-02
6.163767999999964609e+00 1.122440484822339463e-02 -1.062847564936736031e-02
6.168766999999964362e+00 1.117139935812568388e-02 -1.057800467921130028e-02
6.173765999999964116e+00 1.111864552865482469e-02 -1.052779103257225554e-02
6.178764999999963869e+00 1.106614207688090198e-02 -1.047783333835775217e-02
6.183763999999963623e+00 1.101388772670833585e-02 -1.042813023337042441e-02
6.188762999999963377e+00 1.096188120883653805e-02 -1.037868036225919090e-02
6.193761999999963130e+00 1.091012126072080958e-02 -1.032948237747076739e-02
6.198760999999962884e+00 1.085860662653347943e-02 -1.028053493920150219e-02
6.203759999999962638e+00 1.080733605712528612e-02 -1.023183671534953071e-02
6.208758999999962391e+00 1.075630830998699355e-02 -1.018338638146726316e-02
6.213757999999962145e+00 1.070552214921124609e-02 -1.013518262071417576e-02
6.218756999999961899e+00 1.065497634545465623e-02 -1.008722412380992813e-02
6.223755999999961652e+00 1.060466967590012986e-02 -1.003950958898779458e-02
6.228754999999961406e+00 1.055460092421942053e-02 -9.992037721948400855e-03
6.233753999999961160e+00 1.050476888053591615e-02 -9.944807235813774710e-03
6.238752999999960913e+00 1.045517234138765295e-02 -9.897816851081707099e-03
6.243751999999960667e+00 1.040581010969055670e-02 -9.851065295580409970e-03
6.248750999999960420e+00 1.035668099470191117e-02 -9.804551304423486310e-03
6.253749999999960174e+00 1.030778381198405383e-02 -9.758273619965189896e-03
6.258748999999959928e+00 1.025911738336828319e-02 -9.712230991755997286e-03
6.263747999999959681e+00 1.021068053691900381e-02 -9.666422176498462582e-03
6.268746999999959435e+00 1.016247210689807771e-02 -9.620845938003375758e-03
6.273745999999959189e+00 1.011449093372939791e-02 -9.575501047146210698e-03
6.278744999999958942e+00 1.006673586396368732e-02 -9.530386281823861189e-03
6.283743999999958696e+00 1.001920575024349905e-02 -9.485500426911664881e-03
6.288742999999958450e+00 9.971899451268440365e-03 -9.440842274220718686e-03
6.293741999999958203e+00 9.924815831760610066e-03 -9.396410622455469985e-03
6.298740999999957957e+00 9.877953762430238815e-03 -9.352204277171594082e-03
6.303739999999957710e+00 9.831312119941548050e-03 -9.308222050734154401e-03
6.308738999999957464e+00 9.784889786878811849e-03 -9.264462762276029842e-03
6.313737999999957218e+00 9.738685651712630439e-03 -9.220925237656633563e-03
6.318736999999956971e+00 9.692698608766403198e-03 -9.177608309420890245e-03
6.323735999999956725e+00 9.646927558183015020e-03 -9.134510816758494370e-03
6.328734999999956479e+00 9.601371405891713506e-03 -9.091631605463435656e-03
6.333733999999956232e+00 9.556029063575201266e-03 -9.048969527893795106e-03
6.338732999999955986e+00 9.510899448636919024e-03 -9.006523442931799531e-03
6.343731999999955740e+00 9.465981484168529969e-03 -8.964292215944151890e-03
6.348730999999955493e+00 9.421274098917603590e-03 -8.922274718742613173e-03
6.353729999999955247e+00 9.376776227255493798e-03 -8.880469829544847954e-03
6.358728999999955001e+00 9.332486809145416548e-03 -8.838876432935533628e-03
6.363727999999954754e+00 9.288404790110711337e-03 -8.797493419827721178e-03
6.368726999999954508e+00 9.244529121203309135e-03 -8.756319687424447482e-03
6.373725999999954261e+00 9.200858758972377260e-03 -8.715354139180613025e-03
6.378724999999954015e+00 9.157392665433167211e-03 -8.674595684765095543e-03
6.383723999999953769e+00 9.114129808036041183e-03 -8.634043240023123872e-03
6.388722999999953522e+00 9.071069159635691131e-03 -8.593695726938896384e-03
6.393721999999953276e+00 9.028209698460541721e-03 -8.553552073598445771e-03
6.398720999999953030e+00 8.985550408082344093e-03 -8.513611214152743203e-03
6.403719999999952783e+00 8.943090277385944836e-03 -8.473872088781055772e-03
6.408718999999952537e+00 8.900828300539238847e-03 -8.434333643654531171e-03
6.413717999999952291e+00 8.858763476963314731e-03 -8.394994830900033914e-03
6.418716999999952044e+00 8.816894811302766755e-03 -8.355854608564210542e-03
6.423715999999951798e+00 8.775221313396188924e-03 -8.316911940577792484e-03
6.428714999999951552e+00 8.733741998246856431e-03 -8.278165796720134834e-03
6.433713999999951305e+00 8.692455885993568415e-03 -8.239615152583987592e-03
6.438712999999951059e+00 8.651362001881679822e-03 -8.201258989540495883e-03
6.443711999999950812e+00 8.610459376234301521e-03 -8.163096294704425687e-03
6.448710999999950566e+00 8.569747044423670426e-03 -8.125126060899627231e-03
6.453709999999950320e+00 8.529224046842703508e-03 -8.087347286624711751e-03
6.458708999999950073e+00 8.488889428876706181e-03 -8.049758976018964174e-03
6.463707999999949827e+00 8.448742240875264584e-03 -8.012360138828469175e-03
6.468706999999949581e+00 8.408781538124299182e-03 -7.975149790372466213e-03
6.473705999999949334e+00 8.369006380818291846e-03 -7.938126951509914472e-03
6.478704999999949088e+00 8.329415834032670787e-03 -7.901290648606285050e-03
6.483703999999948842e+00 8.290008967696368969e-03 -7.864639913500568250e-03
6.488702999999948595e+00 8.250784856564543843e-03 -7.828173783472487310e-03
6.493701999999948349e+00 8.211742580191460153e-03 -7.791891301209937643e-03
6.498700999999948102e+00 8.172881222903535803e-03 -7.755791514776629036e-03
6.503699999999947856e+00 8.134199873772547315e-03 -7.719873477579942099e-03
6.508698999999947610e+00 8.095697626589000093e-03 -7.684136248338993731e-03
6.513697999999947363e+00 8.057373579835647864e-03 -7.648578891052907301e-03
6.518696999999947117e+00 8.019226836661185603e-03 -7.613200474969293585e-03
6.523695999999946871e+00 7.981256504854084693e-03 -7.578000074552932071e-03
6.528694999999946624e+00 7.943461696816591158e-03 -7.542976769454656956e-03
6.533693999999946378e+00 7.905841529538878282e-03 -7.508129644480446112e-03
6.538692999999946132e+00 7.868395124573351884e-03 -7.473457789560708671e-03
6.543691999999945885e+00 7.831121608009113458e-03 -7.438960299719772108e-03
6.548690999999945639e+00 7.794020110446567284e-03 -7.404636275045565347e-03
6.553689999999945393e+00 7.757089766972183678e-03 -7.370484820659502223e-03
6.558688999999945146e+00 7.720329717133414017e-03 -7.336505046686556640e-03
6.563687999999944900e+00 7.683739104913748889e-03 -7.302696068225529406e-03
6.568686999999944653e+00 7.647317078707930628e-03 -7.269057005319511100e-03
6.573685999999944407e+00 7.611062791297308096e-03 -7.235586982926534884e-03
6.578684999999944161e+00 7.574975399825341522e-03 -7.202285130890414937e-03
6.583683999999943914e+00 7.539054065773250456e-03 -7.169150583911779173e-03
6.588682999999943668e+00 7.503297954935805696e-03 -7.136182481519284110e-03
6.593681999999943422e+00 7.467706237397266078e-03 -7.103379968041015347e-03
6.598680999999943175e+00 7.432278087507458372e-03 -7.070742192576074531e-03
6.603679999999942929e+00 7.397012683857995090e-03 -7.038268308966350202e-03
6.608678999999942683e+00 7.361909209258638877e-03 -7.005957475768464712e-03
6.613677999999942436e+00 7.326966850713800480e-03 -6.973808856225907626e-03
6.618676999999942190e+00 7.292184799399178963e-03 -6.941821618241345200e-03
6.623675999999941943e+00 7.257562250638540692e-03 -6.909994934349108532e-03
6.628674999999941697e+00 7.223098403880631908e-03 -6.878327981687858660e-03
6.633673999999941451e+00 7.188792462676231801e-03 -6.846819941973425125e-03
6.638672999999941204e+00 7.154643634655336558e-03 -6.815470001471821485e-03
6.643671999999940958e+00 7.120651131504483061e-03 -6.784277350972433424e-03
6.648670999999940712e+00 7.086814168944199216e-03 -6.753241185761377739e-03
6.653669999999940465e+00 7.053131966706595660e-03 -6.722360705595030461e-03
6.658668999999940219e+00 7.019603748513079770e-03 -6.691635114673729311e-03
6.663667999999939973e+00 6.986228742052210186e-03 -6.661063621615638357e-03
6.668666999999939726e+00 6.953006178957673623e-03 -6.630645439430785278e-03
6.673665999999939480e+00 6.919935294786397004e-03 -6.600379785495260818e-03
6.678664999999939234e+00 6.887015328996784480e-03 -6.570265881525584779e-03
6.683663999999938987e+00 6.854245524927083701e-03 -6.540302953553236813e-03
6.688662999999938741e+00 6.821625129773877839e-03 -6.510490231899345934e-03
6.693661999999938494e+00 6.789153394570705130e-03 -6.480826951149545705e-03
6.698660999999938248e+00 6.756829574166803298e-03 -6.451312350128988148e-03
6.703659999999938002e+00 6.724652927205978896e-03 -6.421945671877517248e-03
6.708658999999937755e+00 6.692622716105598932e-03 -6.392726163624997716e-03
6.713657999999937509e+00 6.660738207035705669e-03 -6.363653076766805951e-03
6.718656999999937263e+00 6.628998669898255452e-03 -6.334725666839474516e-03
6.723655999999937016e+00 6.597403378306476371e-03 -6.305943193496490150e-03
6.728654999999936770e+00 6.565951609564349943e-03 -6.277304920484247028e-03
6.733653999999936524e+00 6.534642644646208171e-03 -6.248810115618153548e-03
6.738652999999936277e+00 6.503475768176452884e-03 -6.220458050758890037e-03
